sighting_id,datetime,location_id,shape_id,duration_seconds,duration_text,comments,date_posted
572,10/1/2002 05:43,193,16,2,2 seconds,I saw a green object above Seattle at about 5:45 AM on 10/1 occuring at the time of a northern lights display.,10/15/2002
573,10/1/2002 05:45,310,2,10,10 seconds,STREK OF LIGHT ACROSS THE SKY,10/15/2002
574,10/1/2002 05:45,208,9,5,5 seconds,Large fireball sighting,10/15/2002
575,10/1/2002 05:45,722,18,240,3-4 min,I was taking my Boyfriend to work in yelm and as we entered onto koeppen rd and traveling north towards yelm We noticed to our left abo,10/15/2002
576,10/1/2002 06:30,716,18,1200,15-20 min,Very intense orange-yellow light moves from south to north in early A.M. and late P.M.,7/16/2006
577,10/1/2002 07:30,672,10,600,10 mins,nys thruway heading nrth between exit 19 and 20 cigar shaped reflective or silver in color  incredable fast no sound .,3/4/2008
578,10/1/2002 09:00,379,10,180,3 minutes,me and boyfriend out on the back deck drinking coffee and we see a cigar shaped craft flying overhead....it struck me as odd because it,8/11/2004
579,10/1/2002 14:00,612,16,1800,15-30 mins,Silent average-looking airplane hovers over Leupp exit butte on I-40 for 15-30 mins hundreds of witnesses.,7/6/2010
580,10/1/2002 15:00,158,12,300,3-5 min.,high polished chrome-teardrop shaped object hovering over a busy North Idaho Hi-way in mid afternoon,4/27/2004
581,10/1/2002 16:00,294,9,10,3 to 10 seconds,In October 2002 I was driving east on Interestate 40 (close to mile marker 100)  when I saw a greenish &quot;comet-like&quot; shape movng very,4/22/2003
582,10/1/2002 17:56,242,9,5,5 seconds,big shooting star,10/15/2002
583,10/1/2002 18:00,260,16,4,4seconds,unusual shaped and transparent color crafts appear and one follow the other in new direction,10/11/2005
584,10/1/2002 19:20,769,3,300,5 minutes,Egg Shaped Object Circling,10/15/2002
585,10/1/2002 19:50,769,18,900,15 min&#39s,Patrolling fighter jet followed by bright green light &#33,10/15/2002
586,10/1/2002 20:30,150,16,1200,20 min?,I was driving from San Leandro to San Ramon took 580 to Crow Canyon Rd. I was stunned by a hovering shape in the sky.It was hard to mak,10/15/2002
587,10/1/2002 22:00,272,2,60,a minute or so,three objects in perfect triangle fomation flying at extremely high altitudes,10/15/2002
588,10/1/2002 22:30,308,2,120,2 minutes,Red and blue flashing lights low to the ground behind my car on a deserted road in Riverton Utah.,8/7/2007
589,10/1/2002 23:20,769,1,180,3 minutes,3 flying objects that changed shapes show up in midtown manhattan,10/15/2002
590,10/1/2003 00:00,686,8,120,2 minutes,My wife and I watched a stationary bright white star much larger than a planet hover above the Ocean for about 2 minutes and then it d,10/7/2003
591,10/1/2003 00:20,541,18,2,2 seconds,Blue-White orb shoots across sky rapidly then disappears on an unusally clear calm night.,10/15/2003
592,10/1/2003 05:40,80,16,600,10 min.,UFO watching the harbor of long beach.,1/17/2004
593,10/1/2003 16:00,417,2,120,2 minutes,saucer positioned between line of sight and sun.,12/19/2003
594,10/1/2003 20:05,149,2,240,4 minutes,us and  the object,4/27/2007
595,10/1/2003 21:00,17,18,10,8-10 seconds,Star seen in Seattle moves east then quickly fades away no meteor trail.,10/7/2003
596,10/1/2003 21:00,748,4,2,a few seconds,Orange balls in the sky,10/7/2003
597,10/1/2003 21:30,32,16,600,5-10 minutes,UFO that was silent and very large in Northeastern Oklahoma,3/11/2006
598,10/1/2003 22:00,590,8,5,3-5 seconds,Clear light zig zags through night sky on clear evening,12/7/2006
599,10/1/2003 23:00,107,18,600,5-10 min.,Bright orange lights go on and off in Circlville OH.,1/17/2004
600,10/1/2004 16:00,425,2,720,10-12 minutes,Orange light cruises Humboldt Bay,2/1/2007
601,10/1/2004 17:00,160,21,2,a few seconds,((HOAX??))  Short encounter with space craft on my way into my parking lot area.,2/14/2010
602,10/1/2004 20:00,598,13,3600,1hr,lights,10/27/2004
603,10/1/2004 20:27,637,20,300,5 minutes,Two triangular shaped craft with white and red lights going Northeast.,12/3/2004
604,10/1/2004 20:50,528,2,1,less than 1 sec.,Tucson Mysterious Streaks of Light,10/27/2004
605,10/1/2004 23:00,236,4,14400,4 hours,stars that fly,10/27/2004
606,10/1/2005 00:00,562,18,2400,40 minutes,The waves of lights seemed to materialize high in the sky and move in an &quot;ocean tidal manner&quot;  that is one wave after another,12/12/2009
607,10/1/2005 00:00,382,8,3600,1 hour,At approximitly 0:00 I spotted three red circular lights in the western skies over Oak Forest IL.  The three large red light seemed mo,10/11/2005
608,10/1/2005 00:30,382,18,3600,hour,I saw the three red lights in the sky over Oak Forest Illinois. They flashed like beacons. This happened around 12:30am,10/11/2005
609,10/1/2005 00:40,92,11,2700,45 min,3 red lights hovering in the northeast sky,10/11/2005
610,10/1/2005 00:53,138,8,1200,15-20 minutes,3 red lights over Tinley Park,10/11/2005
611,10/1/2005 00:57,92,18,420,7 minutes,Red lights in sky over Orland Park Illinois,10/11/2005
612,10/1/2005 00:57,92,18,6,:06,Red lights over Orland Park,10/11/2005
613,10/1/2005 01:00,614,18,1500,20-25minutes,Red lights southland Chicago,10/11/2005
614,10/1/2005 01:00,382,1,600,5-10 minutes,3 red lights altered formations and each indiviadual light disappeared at different times,10/11/2005
615,10/1/2005 01:00,382,18,600,five to ten minutes,That night after closing my garage door I glanced as I normally do towards the North Star..to my amazement just west of the North star,10/11/2005
616,10/1/2005 01:00,138,8,600,10 mins,Three red blinking dots in the sky that hoovered unlike an airplane that I know of.,10/11/2005
617,10/1/2005 01:00,138,8,600,10 minutes,3 red lights in Tinley Park sky,10/11/2005
618,10/1/2005 01:00,138,15,1200,20 minutes,Three Red Lights Over Tinley Park,10/11/2005
619,10/1/2005 01:00,138,20,1800,30 min +,I saw 3 red flashing/blinking  lights in sky 1:00am 10-1-05 over Tinley Park IL,10/11/2005
620,10/1/2005 01:00,138,20,900,15 mins.,saw three red glowing lights in the sky above in Tinley park Il.,10/11/2005
621,10/1/2005 01:03,382,18,1200,20:00 minutes,red dots seen in sky formed triangle,10/11/2005
622,10/1/2005 01:08,754,18,480,8 minutes,Two red lights sitting in the sky but I couldn&#39t not make out an object.,10/11/2005
623,10/1/2005 01:10,124,18,480,8 minutes,RED LIGHTS SEEN IN ALSIP ILLINOIS,10/11/2005
624,10/1/2005 01:10,401,18,300,5 min,3 small lights formed a triangle then straight line took a digital picture zoomed in a saw 3 lights inside each individual,10/11/2005
625,10/1/2005 01:10,157,16,7,5-7 seconds,V-shaped object seen in sky of Cuyahoga Falls Ohio,2/14/2006
626,10/1/2005 01:10,104,1,7,1/2 hour,Initially observed a white dot in the northwestern sky which prompted me to obtain my binoculars to obtain a closer look. I then observ,10/11/2005
627,10/1/2005 01:10,586,20,10,10 seconds,Tinley Park Lights Are Back&#33&#33&#33,10/11/2005
628,10/1/2005 01:10,382,21,7200,2 hours,There were 3 red lights sometimes they were in a trianlge and than in straight line. they went away one by on. After 1:00 am,10/11/2005
629,10/1/2005 01:10,382,18,1800,15-30min,3 red lights over chicagoland area,10/11/2005
630,10/1/2005 01:10,382,2,60,60 seconds,it lasted for about one minute,10/11/2005
631,10/1/2005 03:00,228,18,1200,10-20 minutes,3 Red lights in triangle formation moving slowly and silently,10/11/2005
632,10/1/2005 06:30,166,8,30,30 seconds,This has happened more than once&#33 We saw a orange circle of light moving slowly through the sky shooting about two inches to the human,10/11/2005
633,10/1/2005 08:22,26,18,300,5mins,its the same spot where my brother said he saw sumtin up in tha sky a few years earlier....,10/11/2005
634,10/1/2005 09:30,598,7,600,10 minutes,Two blue pinpoints of light merge onto one silver disk.,10/20/2005
635,10/1/2005 12:00,286,4,180,3 minutes,LARGE SPHERE SHAPPED OBJECT SIGHTED HOVERING WEST OF LAKE WORTH,10/11/2005
636,10/1/2005 15:00,285,13,180,3 minutes,A huge metallic-silver colored  oval object  was observed over the Estrella Mountains during the day.,5/15/2006
637,10/1/2005 17:00,531,15,1500,25 mins,4 UFOs in a big arrowlike formation at high altitude over downtown part of Los Angeles,10/11/2005
638,10/1/2005 18:00,312,12,60,1 min,I&#39ve seen the black teardrop/sphere/baloon too....,3/11/2006
639,10/1/2005 19:58,14,20,1020,17 minutes,Triangular UFO hovered with Stench,10/20/2005
640,10/1/2005 20:05,129,18,900,15 minutes,seven objects sighted with one apparantly landing,10/11/2005
641,10/1/2005 20:05,159,5,600,10mins,One star shaped object another V shaped object blending in with the nighttime clouds,10/11/2005
642,10/1/2005 20:30,19,2,1200,20 minutes,Dim Flapping Object in Napa Sky October 1st,10/11/2005
643,10/1/2005 21:30,381,2,300,5 mins,Very slow moving object that made no sound.,1/10/2009
644,10/1/2005 21:30,263,18,2700,45mins,I WAS LEAVING EL RENOOKLAHOMAAPPROXIMATELY 40 MILES WEST OF OKC ABOUT 9PM. TRAVELING NORTH ON HWY 81 I NOTICED A VERY BRIGHT STAR-LIK,10/11/2005
645,10/1/2005 22:00,179,2,1500,25 min,Lights over Traverse Bay 35min moving than fixed position,10/11/2005
646,10/1/2005 23:00,138,18,120,minutes,Seen over the Tinley Park IL. area. Three red lights hovering in the sky. Changed from red to green and back again.,10/11/2005
647,10/1/2006 01:00,458,13,5,2-5 seconds,small Smooth moving orange glowing oval,10/30/2006
648,10/1/2006 01:00,739,13,3,2-3 seconds,From inside my home I witnessed an oval shaped green light travel low and slow from my window. It was completely silent.,10/30/2006
649,10/1/2006 01:30,430,8,2,seconds,As we was driving down Shady Grove heading west we saw a bright blue light steaking across the sky dipping in and out of the clouds be,10/30/2006
650,10/1/2006 02:20,620,16,300,5 min,A sighting that was out of the ordinary but not extraordinary.,10/30/2006
651,10/1/2006 12:30,769,6,120,1-2 mins,matte black glider type craft no lights no sound,1/31/2011
652,10/1/2006 14:00,366,8,240,approximately 4 minutes,A ball of white light hovered in the afternoon sky vanishing and reappearing 3 times before finally vanishing for good.,10/30/2006
653,10/1/2006 14:00,426,13,300,5 minutes,My dad wanted me to tell you that in October of 2006 he was putting up christmas lights and my brother was with him and my dad looked u,3/19/2009
654,10/1/2006 15:05,656,10,3600,1 hour,MISSOURI INVESTIGATORS GROUP Report:  I saw glowing green lights in the sky at night and 5 objects in the sky during sunset..,12/12/2009
655,10/1/2006 17:00,321,2,3600,over an hour,6 people saw 2 objects in the sky that had lights and were flying in zig-zag patterns in the sky while staying in the same area.,10/30/2006
656,10/1/2006 17:00,211,5,60,one minute,i would not be entering this but reading a report from obrien ore. on oct 1 changed my mind... this summer has been full of surprise,12/7/2006
657,10/1/2006 19:20,630,13,480,5-8 minutes,7-10 objects Multicolored Lights No Noise Oval Shaped,10/30/2006
658,10/1/2006 19:45,160,9,600,10 minutes,Three Fireballs in the Las Vegas sky flying in formation then becoming one fireball. ((NUFORC Note:  Possible advertising lights?  PD)),12/12/2011
659,10/1/2006 20:18,340,9,2,2 seconds,yellow/orange fireball leaving debris trail,10/30/2006
660,10/1/2006 20:19,363,9,1,1 second,Sun 10/01/2006 8:19 pm PST Metiorite descending slowly and decellerating. Left a trail of green and yellow sparks. At N80&#176;E from Orchar,10/30/2006
661,10/1/2006 20:24,725,8,1,less than 1 second,Bright blue explosion followed by blue shooting object over Pullman WA,10/30/2006
662,10/1/2006 20:34,193,12,12,12 seconds,Very large yellow teardrop-shaped disk or meteor dropping several or many miles East of Seattle Washington - watched for 12-14 seconds,10/30/2006
663,10/1/2006 21:00,765,2,37800,approx. 1 1/2 hours,Spotted again as before........,10/30/2006
664,10/1/2006 21:00,193,18,20,20 seconds,A VERY bright and transluscent light that seemed to glow more than create a shape hovered above Lake Washington (so it seemed) in the W,10/30/2006
665,10/1/2006 21:15,153,4,600,10 minutes,15-20 round balls of light moving in formation,10/30/2006
666,10/1/2006 22:00,626,9,20,20 seconds,Several bright lights headed slowly towards horizon,10/30/2006
667,10/1/2006 22:18,612,9,15,15 seconds,dividing fireball multi-colored,10/30/2006
668,10/1/2006 23:00,253,1,2,seconds,Large meteor-type light seen near Santa Fe NM.,10/30/2006
669,10/1/2006 23:00,275,18,180,3 minutes,UFO over Silver City New Mexico at very low altitude.,10/30/2006
670,10/1/2006 23:00,323,21,120,2 minutes,This event happened on the Navajo Reservation.  The object flew close to the ground.  It changed colors (blue green and yellow)while,10/30/2006
671,10/1/2006 23:15,52,13,30,30 sec,October 1 2006 meteor reported across skies of Arizona New Mexico and Colorado,10/30/2006
672,10/1/2006 23:15,623,18,240,1 1/4 minutes,Large bright light with aura &quot;fireworks&quot; features then several distinct white lights,10/30/2006
673,10/1/2006 23:15,497,8,30,30 sec,Large bright white light with evenly spaced smaller lights in trail east of Denver moving northeast as seen by airline pilot at FL380,10/30/2006
674,10/1/2006 23:15,508,2,30,30 seconds,Six orange lights observed in the sky by three people moving at constant speed and altitude from south to north.,10/30/2006
675,10/1/2006 23:15,101,9,60,1 minute,Several glowing objects gracefully and silently following each other moving south to north in eastern sky 500 to 1000ft  high,10/30/2006
676,10/1/2006 23:15,390,18,75,1.25 minutes,Four silent lights flew over our home.,10/30/2006
677,10/1/2006 23:15,565,4,10,10 seconds,Strange Lights in the Sky  Over Colorado   October 1 2006,10/30/2006
678,10/1/2006 23:15,626,18,45,30-45 seconds,about 23:15   sunday 10/1/06--a slow-moving horizontal strip of white light that shown into my room and then truned blue and moved off,10/30/2006
679,10/1/2006 23:15,649,15,150,2.5mins,segmented flashing formation w/ &quot;v&quot; formation of glowing lights leading S. to N.E. Taos NM (Northern NM),2/1/2007
680,10/1/2006 23:17,641,8,15,15 seconds,I was standing on my deck facing east when I saw orange objects fly from north to south. They appeared to maybe be comets but I cannot,10/30/2006
681,10/1/2006 23:20,52,4,6,6 seconds,4 very large bright spherical objects -- one green the others red or orange -- moving at high speeds upward in linear series,10/30/2006
682,10/1/2006 23:20,251,9,15,15 + seconds,Fireball object in Western Sky,10/30/2006
683,10/1/2006 23:20,635,15,30,30secs,7 bright lights over northeast new mexico,10/30/2006
684,10/1/2006 23:20,635,15,60,less than a minute,Seven Bright Lights in New Mexico Skies,10/30/2006
685,10/1/2006 23:20,631,15,30,30 seconds,5 bright totally silent fast moving lights  viewed in night sky near Deckers CO on 10/01.,10/30/2006
686,10/1/2006 23:20,742,18,10,10 seconds,I saw about six lights coming toward our house in a straight line and one at a time from the furthest away they went out.,10/30/2006
687,10/1/2006 23:27,519,16,10,<10 seconds,Four bright star-like objects observed from Monument CO 2317 hrs 10/1/06 traveling SW-NE at high rate of speed no sound <10 sec.,10/30/2006
688,10/1/2006 23:30,565,18,300,5 minutes,4-5 bright whitish-orange lights in Pueblo West Colorado on 10/1/06 at 11:30 p.m.,12/7/2006
689,10/1/2006 23:32,551,18,14,10 -14 sec,a bright lights traveling very fast with a green tail that exploded into four lights&#33,10/30/2006
690,10/1/2006 23:40,490,8,20,20 seconds,ON SUNDAY 10 01 06 MY WIFE AND I WERE DRIVING HOME FROM WHITE RUIDOSO NEW MEXICO. APPROXIMATLEY AT 11:20 PM I NOTICED OFF TO MY LEFT BO,10/30/2006
691,10/1/2007 00:00,15,11,120,2 minutes,Thought it was a satellite moving across the sky until it went straight out of the sky till we could not see it anymore.,6/12/2008
692,10/1/2007 00:00,531,14,900,15min,Me and my friend were facing north-west a few minutes after midnight and saw two or maybe four objects flashing bright red and white. T,10/8/2007
693,10/1/2007 00:02,351,13,5,5 seconds,UFO seen in Dayton Ohio near Huber Heights,10/8/2007
694,10/1/2007 09:50,499,18,1200,20min,4 DOTS OF LIGHT AROUND MOON  MID MORNING TODAY,10/8/2007
695,10/1/2007 13:00,477,13,2,a few seconds,Seen shiny aluminum colored craft @ Yeager Lake in Litchfield,3/4/2008
696,10/1/2007 17:10,342,4,120,2 minutes,Hovering bright white light turns horizontally mid-air and becomes silvery dome-shaped object,11/28/2007
697,10/1/2007 19:00,595,20,5,5 sec,Green Glowing Triangular Craft,10/31/2008
698,10/1/2007 20:00,185,18,600,10 minutes,Lights flickering in the sky.,10/8/2007
699,10/1/2007 20:00,244,18,10,10 seconds,Strange lights in NC sky.,10/8/2007
700,10/1/2007 21:00,243,2,300,5 minutes,Loud Roar Bright Orange Lights,10/8/2007
701,10/1/2007 21:00,347,16,240,4 mins,Moving star over eastern New York,11/28/2007
702,10/1/2007 21:00,259,20,120,2mins,Black Triangle shaped craft with 3lights on the bottom. (fastsmooth flying craft),10/8/2007
703,10/1/2007 22:30,596,14,2,seconds,Ball of light moving fast across the the sky,10/8/2007
704,10/1/2008 00:00,220,20,600,10 minutes,Massive/low/silent black triangle cruises back and forth over downtown Conway,5/15/2013
705,10/1/2008 01:00,545,21,120,2 minuites,It was cylinder shaped and had lights all around it. 500 Lights On Object0: Yes,10/31/2008
706,10/1/2008 01:00,266,7,5,5 seconds,Large metalic object hovering 30-50ft off the groundshort beam coming down to ground.,10/31/2008
707,10/1/2008 05:00,333,21,600,10 minuts,cylinder shaped object with no lights or sound with plane following behind it,1/10/2009
708,10/1/2008 06:20,250,18,30,30 seconds,I was walking my dog this morning when I saw a very bright orange light approaching from the south.,10/31/2008
709,10/1/2008 09:00,188,18,900,15 minutes,I reported this same object last week so far three times i have seen this blinking object which moves horizontially and does tight cir,10/31/2008
710,10/1/2008 09:45,384,13,300,5 min,UFO I THINK,10/31/2008
711,10/1/2008 11:00,29,10,300,5 min.,Very high cigar shaped UFO moving at incredible speeds.,12/12/2009
712,10/1/2008 19:00,676,8,600,ten minutes,Myself and two of my friends were driving down the road to pick up my girlfriend when my friend in the passenger seat noticed two unide,1/5/2011
713,10/1/2008 19:12,206,3,300,5 minutes,Silver egg shape over six houses.  ((NUFORC Note:  Possible hoax??  PD)),10/31/2008
714,10/1/2008 20:00,644,18,1200,20 min,hi last night on oct 1 2008 i saw 2 star sized objects that went extremely fast in the night sky in so.calif.(cabazon) at about 8:00p,10/31/2008
715,10/1/2008 20:00,60,2,1200,several hours,Stationary object just above NE horizon with flashing red green and white lights.,10/31/2008
716,10/1/2008 20:00,113,8,1800,aprox 30 minutes,2 unidentified objects above highway 2 in marysville washington,10/31/2008
717,10/1/2008 20:00,35,16,2,2 seconds,very strange unexplainable sound,8/27/2009
718,10/1/2008 20:00,730,8,600,10 minutes,Star shaped light blinking and rotating - then two of same lights after cloud went over and began to move,10/31/2008
719,10/1/2008 20:03,664,18,15,15 seconds,Stationary lights in the path of the ISS,10/31/2008
720,10/1/2008 20:45,85,18,120,2 min,Big Light in the West Sky over Leavenworth Washington,10/31/2008
721,10/1/2008 20:45,177,18,600,10 mins,lights seen at night,10/31/2008
722,10/1/2008 21:00,744,18,120,minutes,a light over the mountain,10/31/2008
723,10/1/2008 21:30,105,2,4,3 to 4 sec,Like a hot ember emitting sparks while leaving a long trail like a shooting star.,10/31/2008
724,10/1/2008 22:00,558,20,4,.5 hour,Triangular shape with an array of lights and unusual amount of silent aircraft in the sky.,10/31/2008
725,10/1/2008 22:30,445,4,600,10 minutes,Large very well lit sphere shaped object flying very low over my neighborhood then disappeared,10/31/2008
726,10/1/2008 22:45,371,16,20,20 seconds,flashing object with erratic motion,10/31/2008
727,10/1/2008 22:55,481,20,3,3 seconds,East Tennessee 3 orb mass in the sky,10/31/2008
728,10/1/2009 04:30,11,7,10,10 seconds,Close viewing of disk-shaped ufo with colored lights,12/12/2009
729,10/1/2009 08:00,83,21,600,10 minutes,Hovered over Pawtucket RI and had red flashing lights at the bottom,12/12/2009
730,10/1/2009 09:00,175,20,3600,1 hour,Triangular shaped UFO with lights at corners hovering at cloud height over home,12/12/2009
731,10/1/2009 15:38,336,18,2,seconds,Looked like a light that appeared to be moving upwards.,12/12/2009
732,10/1/2009 18:00,142,13,300,twice - 1-5 minute sighti,Day and Night - Saw object twice c.2009.  3-witnesses.  Very similar to that object in the Tulsa OK sighting c.1965.,5/13/2012
733,10/1/2009 20:00,391,7,300,5 minutes,saucer with red and blue lights over providence RI,12/12/2009
734,10/1/2009 20:30,144,18,10800,3 hrs,a white light moving in a circle.,12/12/2009
735,10/1/2009 22:30,691,20,120,2mins,Triangular object with 3 lights one in middle blinking.,12/12/2009
736,10/1/2009 23:00,525,8,600,10 mins,Flashing Blue Orb over southern Marion county FL.,12/12/2009
737,10/1/2009 23:00,148,18,20,20 seconds,2 seperate observations. Fairfield CT,12/12/2009
738,10/1/2010 00:00,196,16,180,3 mins.,Bright white light shimmering green then red,11/21/2010
739,10/1/2010 06:25,753,18,8,8 sec,White light (star) traveling very fast in sky.,11/21/2010
740,10/1/2010 08:30,337,16,180,3 minutes ?,Glowing orange barrel-shaped objects in sky over town of Middleton WI,11/21/2010
741,10/1/2010 09:30,295,8,1800,30 minutes,blue red green and bright white light hovering over field near Thornburg Va food lion.,4/3/2011
742,10/1/2010 12:16,298,7,1,1 second,Disk Shaped Object photographed near Waxahachie Texas,11/21/2010
743,10/1/2010 16:30,384,16,15,brief,Soundless hovering airplane,11/21/2010
744,10/1/2010 18:30,67,10,300,5 mins,2 cigar shaped white objects viewed in Shenandoah Valley VA,11/21/2010
745,10/1/2010 19:45,327,18,300,5 min,FAST RED LIGHT WITH SLOWER BUT LARGER WHITE LIGHTS FALLING,11/21/2010
746,10/1/2010 20:45,572,20,600,10 min,Triangle craft with bright light changes colors and moves like helicopter.,11/21/2010
747,10/1/2010 21:00,202,13,300,5 minutes,Blue and red jelly bean shaped craft hovering over Arlington Airport Washington State.,6/8/2012
748,10/1/2010 23:00,731,2,30,30 seconds,Star igniting accelerating and leaving a light beam behind.,4/18/2014
749,10/1/2010 23:00,726,18,300,5 minutes,Fast flying glowing light.,11/21/2010
750,10/1/2011 06:00,503,20,10,10 secunds,south texas 1 oct. v shaped silent object traveling south east dim white lights,10/10/2011
751,10/1/2011 09:30,31,2,1500,25 min,Orange lights with blinking white lights swarming around.,10/10/2011
752,10/1/2011 13:00,367,8,300,5 mins.,Jet and object flying side by side,10/10/2011
753,10/1/2011 16:00,237,13,60,1 minute,Bright round light in sky moving slowly,10/10/2011
754,10/1/2011 20:00,632,2,5,5 seconds,Huge green flashing light low to the ground in missouri,5/13/2012
755,10/1/2011 20:00,512,20,300,2-5 minutes,Triangle... very dim lights no noise around all outer edges moving slowly very low... went out of sight over UNCW campus,10/10/2011
756,10/1/2011 20:15,472,4,900,15 min.,2 Glowing spheres over Cincinnati,10/10/2011
757,10/1/2011 20:30,561,18,90,90 sec,Orange and Red light,10/10/2011
758,10/1/2011 21:00,681,18,300,5 minutes,Extremely bright twin lights in night sky - moved off in unison.,5/29/2012
759,10/1/2011 21:20,734,9,10,10 seconds,I was driving south on the 5 Freeway this evening.  I was passing Canon Road in Carlsbad San Diego County California.  I saw 3 bright,10/10/2011
760,10/1/2011 21:43,383,9,45,45 seconds,Unusual fireball-like orb moving in the sky and suddenly disappears,10/10/2011
761,10/1/2011 21:43,383,9,60,60 seconds,Orange fireball crosses the sky in Kansas City.,10/10/2011
762,10/1/2011 21:50,345,18,180,2-3 minutes,Orange ball of light hovers and then ascends and suddenly disappears,10/10/2011
763,10/1/2011 22:00,198,6,10,10 seconds,On a clear night while laying on a table witnessed a silent rectangle fully visible craft cross the sky aprrox.500&quot; over trees,10/19/2011
764,10/1/2011 23:11,465,18,3600,an hour or so,I see this almost every night when i go outside at the same time. it is this light that changes from hreen to blue to red.  ((Starr??)),10/10/2011
765,10/1/2011 23:57,26,15,35,35 seconds,I am familiar with several types of planes  I worked at a NY airport for a number of years and I am a fan of military planes this sig,10/10/2011
766,10/1/2012 01:00,549,2,300,5 minutes,Driving around when me and my friend saw a bright BRIGHT white light from about 2/12 miles away. Started driving towards it it as it ju,10/30/2012
767,10/1/2012 01:50,100,18,9,9 seconds,Falling bright light,10/30/2012
768,10/1/2012 02:00,629,18,9,more than half an hour,Flickering color changing lights in SE Phoenix sky.  ((NUFORC Note:  Probably a sighting of a &quot;twinkling&quot; star.  PD)),10/30/2012
769,10/1/2012 06:30,95,15,10,10 seconds,Dim lights,10/30/2012
770,10/1/2012 17:30,385,18,1800,30 minutes,Light Shape and near two bases,10/30/2012
771,10/1/2012 19:30,168,9,180,3 minutes,Orange fireball quickly ascending in sky in West suburbs of Chicago,10/30/2012
772,10/1/2012 20:00,376,18,180,hours,Star looking lights with flashing red green and purple lights that just hover around &#33 NOT GOING ANYWHERE&#33  ((Star?)),10/30/2012
773,10/1/2012 20:00,408,9,900,15 minutes,Fireballs in Fontana CA.,12/20/2012
774,10/1/2012 20:00,710,16,900,15 minutes,Odd lights in formation appering and disappering.,10/30/2012
775,10/1/2012 20:00,373,2,300,5 minutes,Flying object coming out of field. Hovering for 5 mins. Then leaving.,11/4/2012
776,10/1/2012 20:10,203,18,60,1 minute,Bright red torch-like object seen ascending rapidly making a right angle turn and disappearing from view in Capitola CA,10/30/2012
777,10/1/2012 22:30,151,20,2700,45 minutes,2 weird objects fly over our house and make no noise and about 2 miles away just appear to stop for about 45 min.,10/30/2012
778,10/1/2012 23:00,506,9,180,3 minutes,Very bright it hoverd and then sped off silently and was pulsating in rythem did not varie.,7/3/2013
779,10/1/2012 24:00,240,20,300,5 minutes,V shaped and 8 big and very brite lightsmoving very slow,10/30/2012
780,10/1/2013 03:00,100,20,5400,90 minutes,Red blue white and green high in sky; didn&#39t move.,10/3/2013
781,10/1/2013 06:35,164,14,4,2-4 seconds,Flashing ball that goes out and continues as a black dot at slower speed then a meteor.,10/3/2013
782,10/1/2013 07:40,478,8,30,30 seconds,There was a metal looking star hovering several miles s/w of Bakersfield Ca. my friend girlfriend and i were driving to the park an,10/3/2013
783,10/1/2013 09:43,493,20,7200,2 hours,Bright Triangular Light Orb in the sky different flashing lights and appears closer each day.,10/3/2013
784,10/1/2013 12:30,622,2,60,1 minute,Driving across the Glenfied Bridge northbound saw an odd shape as i was looking southeast down the Ohio. It wasn&#39t a plane. It wa,10/14/2013
785,10/1/2013 12:30,622,2,60,<i minute,I&#39m conflicted. I had another sighting and I was challenged by you of filing a false report.  ((NUFORC Note:  See comment below.  PD),10/14/2013
786,10/1/2013 18:30,52,18,240,3-4 minutes,Three long white crescent shaped moving lights moving in a half circle.,10/3/2013
787,10/1/2013 19:15,599,2,300,5 minutes,Very bright white lights 4 all together moving from southeast to west flying low no noise.,10/3/2013
788,10/1/2013 19:20,299,4,1800,30 minutes,Yellow/Orangish Balls streaking across the sky no sound from them at all and no tail.,10/3/2013
789,10/1/2013 19:25,331,18,300,5 minutes,Brilliant white light in SW Sky stationary over 7 minutes then vanishes.  Not an airplane&#33,10/3/2013
790,10/1/2013 20:00,504,18,3600,45-60 minutes,Intensely bright light sphere high up in the sky over the Gulf of Mexico.,10/3/2013
791,10/1/2013 21:30,7,9,1200,20 minutes,3 very slow-moving sparking flaming meteor looking objects starting on 1 side of the horizon and ended in the same spot on the other.,10/3/2013
792,10/1/2013 21:40,444,8,90,1-1.5 minutes,Large round bright white light moved away and upward for 1-1.5 min before completely disappearing.,10/3/2013
793,10/1/2013 22:10,406,2,900,15 minutes,Two seperate objects far off with a white light that turned off an on every four or five minutes then disappeared.,10/3/2013
794,10/1/2013 22:30,49,20,60,1 minute,My girlfriend and I witnessed a bright orange triangular light in the sky.,10/3/2013
795,10/1/2013 22:45,292,9,1200,20 minutes,Orange Glowing Lights over East Long Island.,10/14/2013
796,10/1/2013 23:30,750,2,600,10 minutes,Strange Green/Purple and Orange Dancing Lights Above Farm Field.,10/3/2013
797,10/12/1965 12:00,622,8,120,2 minutes,Saucer observed about 500 feet up moving into clear blue sky and flying square corners.,8/7/2007
798,10/12/1965 13:00,622,7,60,1 minute,Low UFO sliding out of a cloud into clear blue sky.,2/14/2008
799,10/12/1971 22:00,268,5,180,3 minutes,Large black  &quot;boomerang&quot; shaped object gliding silently overhead.,5/15/2006
800,10/12/1973 19:00,611,7,900,10-15 minutes,Glowing Green UFO seen by myself (mom) and my 4 children very low over our car on a Friday night in Alabama in 1973.,4/2/1999
801,10/12/1976 23:00,702,7,300,5 minutes,Disc hoovers over train and seems to x-ray it.,6/9/2009
